british rule united states
id, verified, followers_count,default_profile_image, retweet_count, favorites_count,retweeted, followers_count_original, urls, hashtags
793000940152520704,false,788,false,0,0,false,null,[{display_url=newyorker.com/humor/borowitz…  indices=[72  95]  expanded_url=http://www.newyorker.com/humor/borowitz-report/queen-offers-to-restore-british-rule-over-united-states  url=https://t.co/msLw46pM9G}],
793590489475801089,false,2242,false,1,0,false,null,[{display_url=newyorker.com/humor/borowitz…  indices=[74  97]  expanded_url=http://www.newyorker.com/humor/borowitz-report/queen-offers-to-restore-british-rule-over-united-states  url=https://t.co/adRP2USzsJ}],
793443218406899712,false,825,false,0,0,false,null,[{display_url=newyorker.com/humor/borowitz…  indices=[56  79]  expanded_url=http://www.newyorker.com/humor/borowitz-report/queen-offers-to-restore-british-rule-over-united-states  url=https://t.co/zwkkbq6OfY}],
793435309300154368,false,42,false,0,0,false,null,[{display_url=newyorker.com/humor/borowitz…  indices=[56  79]  expanded_url=http://www.newyorker.com/humor/borowitz-report/queen-offers-to-restore-british-rule-over-united-states  url=https://t.co/2rNJwQWO7x}],
793425869154824192,false,21279,false,1,2,false,null,[{display_url=newyorker.com/humor/borowitz…  indices=[73  96]  expanded_url=http://www.newyorker.com/humor/borowitz-report/queen-offers-to-restore-british-rule-over-united-states  url=https://t.co/mgDAauAhfx}],
793392029854273536,false,82,false,70,0,false,226911,[{display_url=newyorker.com/humor/borowitz…  indices=[71  94]  expanded_url=http://www.newyorker.com/humor/borowitz-report/queen-offers-to-restore-british-rule-over-united-states  url=https://t.co/SBCYYMd1vJ}],
793391709518528512,false,63,false,70,0,false,226911,[{display_url=newyorker.com/humor/borowitz…  indices=[71  94]  expanded_url=http://www.newyorker.com/humor/borowitz-report/queen-offers-to-restore-british-rule-over-united-states  url=https://t.co/SBCYYMd1vJ}],
793391620897005568,false,116,false,70,0,false,226911,[{display_url=newyorker.com/humor/borowitz…  indices=[71  94]  expanded_url=http://www.newyorker.com/humor/borowitz-report/queen-offers-to-restore-british-rule-over-united-states  url=https://t.co/SBCYYMd1vJ}],
793390055700230144,false,103,false,70,0,false,226911,[{display_url=newyorker.com/humor/borowitz…  indices=[71  94]  expanded_url=http://www.newyorker.com/humor/borowitz-report/queen-offers-to-restore-british-rule-over-united-states  url=https://t.co/SBCYYMd1vJ}],
793384025687810048,false,45,false,2,0,false,8820,[{display_url=newyorker.com/humor/borowitz…  indices=[77  100]  expanded_url=http://www.newyorker.com/humor/borowitz-report/queen-offers-to-restore-british-rule-over-united-states  url=https://t.co/kqqVRkqLWk}],
