comey super pac
id, verified, followers_count,default_profile_image, retweet_count, favorites_count,retweeted, followers_count_original, urls, hashtags
794308244978081794,false,2176,false,0,1,false,null,,[{indices=[35  46]  text=FlipItBlue}]
792524979539681280,false,541,false,0,0,false,null,[{display_url=dragplus.com/post/id/383549…  indices=[97  120]  expanded_url=https://dragplus.com/post/id/38354913  url=https://t.co/vYsass4fY8}],[{indices=[90  96]  text=comey}]
794648899772383237,false,2533,false,10,0,false,110608,,
792915781730250752,false,127,false,0,1,false,null,[{display_url=snopes.com/2016/10/28/com…  indices=[90  113]  expanded_url=http://www.snopes.com/2016/10/28/complaint-filed-against-james-comey/  url=https://t.co/eapgSTPfVc}],
792752537187352576,false,27,true,0,0,false,null,[{display_url=snopes.com/2016/10/28/com…  indices=[90  113]  expanded_url=http://www.snopes.com/2016/10/28/complaint-filed-against-james-comey/  url=https://t.co/Igvb4Fq8ID}],
792227779118891008,false,176,false,9,0,false,154293,[{display_url=trib.al/8u4Jx3y  indices=[102  125]  expanded_url=http://trib.al/8u4Jx3y  url=https://t.co/CUlRTi9CGs}],
792161913178251264,false,242,false,9,0,false,1812,[{display_url=snopes.com  indices=[113  136]  expanded_url=http://snopes.com  url=https://t.co/mjobiff4Ee}],
792157493254246400,false,469,false,2,0,false,789,[{display_url=snopes.com/2016/10/28/com…  indices=[107  130]  expanded_url=http://www.snopes.com/2016/10/28/complaint-filed-against-james-comey/  url=https://t.co/q8IGCsGvaR}],
792145150789025793,false,63,false,0,0,false,null,[{display_url=snopes.com/2016/10/28/com…  indices=[116  139]  expanded_url=http://www.snopes.com/2016/10/28/complaint-filed-against-james-comey/  url=https://t.co/75lO9Qh8v6}],
794684866306588678,false,2932,false,10,0,false,110608,,
794639391742423040,false,763,false,10,0,false,110608,,
794634649926586368,false,99,false,10,0,false,110608,,
794631924463665161,false,26,false,10,0,false,110608,,
792906909586120708,false,1201,false,1,1,false,null,[{display_url=snopes.com/2016/10/28/com…  indices=[90  113]  expanded_url=http://www.snopes.com/2016/10/28/complaint-filed-against-james-comey/  url=https://t.co/boSUwDuyr1}],
